trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
57,False,"{'a': 0.3, 'e': 0.4356824462767121}",30,13,16.40726403990735,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
58,False,"{'a': 0.3, 'e': 0.41759450395835795}",20,0,-39.409949097332,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
59,False,"{'a': 0.3, 'e': 0.3993395294062732}",20,6,-30.954189015276544,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
60,False,"{'a': 0.3, 'e': 0.38092482436688185}",20,0,-68.08728199541855,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
61,False,"{'a': 0.3, 'e': 0.3623577544766736}",20,1,-21.614706841806274,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
62,False,"{'a': 0.3, 'e': 0.34364574631604705}",20,12,12.604067625353444,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,False,"{'a': 0.3, 'e': 0.32479628443877623}",20,1,6.275019923305032,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
64,False,"{'a': 0.3, 'e': 0.30581690837828934}",20,0,-47.01774814954322,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
65,False,"{'a': 0.3, 'e': 0.2867152096319555}",25,2,33.23057930038215,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.3, 'e': 0.26749882862458735}",35,13,1.4829463226468649,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 0}",1
67,False,"{'a': 0.3, 'e': 0.2481754516523729}",25,17,15.061699483559336,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.3, 'e': 0.22875280780845939}",30,18,8.256237054697936,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
69,False,"{'a': 0.3, 'e': 0.20923866589141926}",35,19,10.267665476098042,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
70,False,"{'a': 0.3, 'e': 0.18964083129783424}",20,0,-11.942064491634179,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
71,False,"{'a': 0.3, 'e': 0.16996714290024081}",25,7,-25.840941815810258,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
72,False,"{'a': 0.3, 'e': 0.15022546991168584}",20,11,4.672968761001461,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
73,False,"{'a': 0.3, 'e': 0.13042370873814554}",20,16,4.679379510335494,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.3, 'e': 0.11056977982006959}",20,6,12.490885456055377,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
75,False,"{'a': 0.3, 'e': 0.09067162446430968}",25,15,16.414145545134247,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.3, 'e': 0.0707372016677029}",20,14,13.190910414364069,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.3, 'e': 0.05077448493357918}",25,11,21.16126924766526,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.3, 'e': 0.03079145908246612}",30,19,21.913063980405745,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,12,22.720903901863466,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,13,22.95126712858439,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,13,14.01398023006189,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,15,10.735153007313397,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,12,28.675648585524605,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,6,27.773970047633536,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",35,14,34.77655944430592,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,7,26.82628595261089,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,15,20.3027443739516,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,3,34.81246376060379,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,0,38.9161792298307,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
12,True,"{'a': 0, 'e': 0}",20,13,17.12566976298358,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,4,27.39354972984096,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",30,13,32.29049713439468,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,16,3.432078629072165,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,14,20.84163715401719,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,11,16.157708042930608,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,11,17.684891137719497,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,11,16.763023897098517,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,2,24.642926163164393,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
